fsa,letter,numbers,lane,control,project,extra,sample.identifier,single.dilution,DNA.condition,identifiers.str,ratios.str,mix.dilution,template.nanograms,kit,Q,capillary,injection.seconds
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/B01_RD14-0003-27d2a-0.5IP-Q0.8_002.10sec.fsa,B,01,RD14-0003-27d2a,"",RD14-0003,27d2a,27,2a,"","","","",0.5,IP,0.8,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/B02_RD14-0003-27d2c-0.5IP-Q1.4_002.10sec.fsa,B,02,RD14-0003-27d2c,"",RD14-0003,27d2c,27,2c,"","","","",0.5,IP,1.4,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/B03_Ladder-IP_002.10sec.fsa,B,03,Ladder,Ladder,"","",,"","","","","",,IP,"",002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/B04_RD14-0003-27d3d-0.2IP-Q1.6_002.10sec.fsa,B,04,RD14-0003-27d3d,"",RD14-0003,27d3d,27,3d,"","","","",0.2,IP,1.6,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/B05_RD14-0003-27d3e-0.1IP-Q5.7_002.10sec.fsa,B,05,RD14-0003-27d3e,"",RD14-0003,27d3e,27,3e,"","","","",0.1,IP,5.7,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/B06_RD14-0003-28d3a-0.03125IP-Q1.2_002.10sec.fsa,B,06,RD14-0003-28d3a,"",RD14-0003,28d3a,28,3a,"","","","",0.03125,IP,1.2,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/B07_RD14-0003-28d2c-0.03125IP-Q1.7_002.10sec.fsa,B,07,RD14-0003-28d2c,"",RD14-0003,28d2c,28,2c,"","","","",0.03125,IP,1.7,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/B08_RD14-0003-28d2d-0.0625IP-Q2.0_002.10sec.fsa,B,08,RD14-0003-28d2d,"",RD14-0003,28d2d,28,2d,"","","","",0.0625,IP,2.0,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/B09_RD14-0003-28d2e-0.0625IP-Q1.8_002.10sec.fsa,B,09,RD14-0003-28d2e,"",RD14-0003,28d2e,28,2e,"","","","",0.0625,IP,1.8,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/B10_POS1033115LEA-IP_002.10sec.fsa,B,10,POS1033115LEA,POS1033115LEA,"","",,"","","","","",,IP,"",002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/C01_RD14-0003-27d2a-0.25IP-Q0.8_003.10sec.fsa,C,01,RD14-0003-27d2a,"",RD14-0003,27d2a,27,2a,"","","","",0.25,IP,0.8,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/C02_RD14-0003-27d2c-0.25IP-Q1.4_003.10sec.fsa,C,02,RD14-0003-27d2c,"",RD14-0003,27d2c,27,2c,"","","","",0.25,IP,1.4,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/C03_RD14-0003-27d2d-0.5IP-Q1.1_003.10sec.fsa,C,03,RD14-0003-27d2d,"",RD14-0003,27d2d,27,2d,"","","","",0.5,IP,1.1,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/C04_RD14-0003-27d1e-0.5IP-Q2.1_003.10sec.fsa,C,04,RD14-0003-27d1e,"",RD14-0003,27d1e,27,1e,"","","","",0.5,IP,2.1,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/C05_Ladder-IP_003.10sec.fsa,C,05,Ladder,Ladder,"","",,"","","","","",,IP,"",003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/C06_RD14-0003-28d3a-0.0156IP-Q1.2_003.10sec.fsa,C,06,RD14-0003-28d3a,"",RD14-0003,28d3a,28,3a,"","","","",0.0156,IP,1.2,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/C07_RD14-0003-28d3c-0.0156IP-Q1.0_003.10sec.fsa,C,07,RD14-0003-28d3c,"",RD14-0003,28d3c,28,3c,"","","","",0.0156,IP,1.0,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/C08_RD14-0003-28d3d-0.03125IP-Q1.1_003.10sec.fsa,C,08,RD14-0003-28d3d,"",RD14-0003,28d3d,28,3d,"","","","",0.03125,IP,1.1,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/C09_RD14-0003-28d2e-0.03125IP-Q1.8_003.10sec.fsa,C,09,RD14-0003-28d2e,"",RD14-0003,28d2e,28,2e,"","","","",0.03125,IP,1.8,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/C10_NEG1033115LEA-IP_003.10sec.fsa,C,10,NEG1033115LEA,NEG1033115LEA,"","",,"","","","","",,IP,"",003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/D01_RD14-0003-27d3a-0.125IP-Q0.9_004.10sec.fsa,D,01,RD14-0003-27d3a,"",RD14-0003,27d3a,27,3a,"","","","",0.125,IP,0.9,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/D02_RD14-0003-27d2c-0.125IP-Q1.4_004.10sec.fsa,D,02,RD14-0003-27d2c,"",RD14-0003,27d2c,27,2c,"","","","",0.125,IP,1.4,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/D03_RD14-0003-27d2d-0.25IP-Q1.1_004.10sec.fsa,D,03,RD14-0003-27d2d,"",RD14-0003,27d2d,27,2d,"","","","",0.25,IP,1.1,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/D04_RD14-0003-27d2e-0.25IP-Q2.6_004.10sec.fsa,D,04,RD14-0003-27d2e,"",RD14-0003,27d2e,27,2e,"","","","",0.25,IP,2.6,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/D05_POS033115LEA-IP_004.10sec.fsa,D,05,POS033115LEA,POS033115LEA,"","",,"","","","","",,IP,"",004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/D06_RD14-0003-28d3a-0.0078IP-Q1.2_004.10sec.fsa,D,06,RD14-0003-28d3a,"",RD14-0003,28d3a,28,3a,"","","","",0.0078,IP,1.2,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/D07_Ladder-IP_004.10sec.fsa,D,07,Ladder,Ladder,"","",,"","","","","",,IP,"",004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/D08_RD14-0003-28d3d-0.0156IP-Q1.1_004.10sec.fsa,D,08,RD14-0003-28d3d,"",RD14-0003,28d3d,28,3d,"","","","",0.0156,IP,1.1,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/D09_RD14-0003-28d3e-0.0156IP-Q1.6_004.10sec.fsa,D,09,RD14-0003-28d3e,"",RD14-0003,28d3e,28,3e,"","","","",0.0156,IP,1.6,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/E01_RD14-0003-27d3a-0.0625IP-Q0.9_001.10sec.fsa,E,01,RD14-0003-27d3a,"",RD14-0003,27d3a,27,3a,"","","","",0.0625,IP,0.9,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/E02_RD14-0003-27d3c-0.0625IP-Q1.1_001.10sec.fsa,E,02,RD14-0003-27d3c,"",RD14-0003,27d3c,27,3c,"","","","",0.0625,IP,1.1,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/E03_RD14-0003-27d2d-0.125IP-Q1.1_001.10sec.fsa,E,03,RD14-0003-27d2d,"",RD14-0003,27d2d,27,2d,"","","","",0.125,IP,1.1,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/E04_RD14-0003-27d2e-0.125IP-Q2.6_001.10sec.fsa,E,04,RD14-0003-27d2e,"",RD14-0003,27d2e,27,2e,"","","","",0.125,IP,2.6,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/E05_NEG033115LEA-IP_001.10sec.fsa,E,05,NEG033115LEA,NEG033115LEA,"","",,"","","","","",,IP,"",001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/E06_RD14-0003-28d3a-0.1IP-Q1.2_001.10sec.fsa,E,06,RD14-0003-28d3a,"",RD14-0003,28d3a,28,3a,"","","","",0.1,IP,1.2,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/E07_RD14-0003-28d3c-0.0078IP-Q1.0_001.10sec.fsa,E,07,RD14-0003-28d3c,"",RD14-0003,28d3c,28,3c,"","","","",0.0078,IP,1.0,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/E08_RD14-0003-28d3d-0.0078IP-Q1.1_001.10sec.fsa,E,08,RD14-0003-28d3d,"",RD14-0003,28d3d,28,3d,"","","","",0.0078,IP,1.1,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/E09_Ladder-IP_001.10sec.fsa,E,09,Ladder,Ladder,"","",,"","","","","",,IP,"",001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/F01_RD14-0003-27d3a-0.03125IP-Q0.9_002.10sec.fsa,F,01,RD14-0003-27d3a,"",RD14-0003,27d3a,27,3a,"","","","",0.03125,IP,0.9,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/F02_RD14-0003-27d3c-0.03125IP-Q1.1_002.10sec.fsa,F,02,RD14-0003-27d3c,"",RD14-0003,27d3c,27,3c,"","","","",0.03125,IP,1.1,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/F03_RD14-0003-27d3d-0.0625IP-Q1.6_002.10sec.fsa,F,03,RD14-0003-27d3d,"",RD14-0003,27d3d,27,3d,"","","","",0.0625,IP,1.6,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/F04_RD14-0003-27d2e-0.0625IP-Q2.6_002.10sec.fsa,F,04,RD14-0003-27d2e,"",RD14-0003,27d2e,27,2e,"","","","",0.0625,IP,2.6,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/F05_RD14-0003-28d2a-0.5IP-Q1.0_002.10sec.fsa,F,05,RD14-0003-28d2a,"",RD14-0003,28d2a,28,2a,"","","","",0.5,IP,1.0,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/F06_RD14-0003-28d1c-0.5IP-Q1.0_002.10sec.fsa,F,06,RD14-0003-28d1c,"",RD14-0003,28d1c,28,1c,"","","","",0.5,IP,1.0,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/F07_RD14-0003-28d3c-0.01IP-Q1.0_002.10sec.fsa,F,07,RD14-0003-28d3c,"",RD14-0003,28d3c,28,3c,"","","","",0.01,IP,1.0,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/F08_RD14-0003-28d3d-0.01IP-Q1.1_002.10sec.fsa,F,08,RD14-0003-28d3d,"",RD14-0003,28d3d,28,3d,"","","","",0.01,IP,1.1,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/F09_RD14-0003-28d3e-0.0078IP-Q1.6_002.10sec.fsa,F,09,RD14-0003-28d3e,"",RD14-0003,28d3e,28,3e,"","","","",0.0078,IP,1.6,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/G01_RD14-0003-27d3a-0.0156IP-Q0.9_003.10sec.fsa,G,01,RD14-0003-27d3a,"",RD14-0003,27d3a,27,3a,"","","","",0.0156,IP,0.9,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/G02_RD14-0003-27d3c-0.0156IP-Q1.1_003.10sec.fsa,G,02,RD14-0003-27d3c,"",RD14-0003,27d3c,27,3c,"","","","",0.0156,IP,1.1,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/G03_RD14-0003-27d3d-0.03125IP-Q1.6_003.10sec.fsa,G,03,RD14-0003-27d3d,"",RD14-0003,27d3d,27,3d,"","","","",0.03125,IP,1.6,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/G04_RD14-0003-27d3e-0.03125IP-Q5.7_003.10sec.fsa,G,04,RD14-0003-27d3e,"",RD14-0003,27d3e,27,3e,"","","","",0.03125,IP,5.7,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/G05_RD14-0003-28d2a-0.25IP-Q1.0_003.10sec.fsa,G,05,RD14-0003-28d2a,"",RD14-0003,28d2a,28,2a,"","","","",0.25,IP,1.0,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/G06_RD14-0003-28d2c-0.25IP-Q1.7_003.10sec.fsa,G,06,RD14-0003-28d2c,"",RD14-0003,28d2c,28,2c,"","","","",0.25,IP,1.7,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/G07_RD14-0003-28d1d-0.5IP-Q1.1_003.10sec.fsa,G,07,RD14-0003-28d1d,"",RD14-0003,28d1d,28,1d,"","","","",0.5,IP,1.1,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/G08_RD14-0003-28d1e-0.5IP-Q1.5_003.10sec.fsa,G,08,RD14-0003-28d1e,"",RD14-0003,28d1e,28,1e,"","","","",0.5,IP,1.5,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/G09_RD14-0003-28d3e-0.01IP-Q1.6_003.10sec.fsa,G,09,RD14-0003-28d3e,"",RD14-0003,28d3e,28,3e,"","","","",0.01,IP,1.6,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/H01_RD14-0003-27d3a-0.0078IP-Q0.9_004.10sec.fsa,H,01,RD14-0003-27d3a,"",RD14-0003,27d3a,27,3a,"","","","",0.0078,IP,0.9,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/H03_RD14-0003-27d3d-0.0156IP-Q1.6_004.10sec.fsa,H,03,RD14-0003-27d3d,"",RD14-0003,27d3d,27,3d,"","","","",0.0156,IP,1.6,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/H04_RD14-0003-27d3e-0.0156IP-Q5.7_004.10sec.fsa,H,04,RD14-0003-27d3e,"",RD14-0003,27d3e,27,3e,"","","","",0.0156,IP,5.7,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/H05_RD14-0003-28d2a-0.125IP-Q1.0_004.10sec.fsa,H,05,RD14-0003-28d2a,"",RD14-0003,28d2a,28,2a,"","","","",0.125,IP,1.0,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/H06_RD14-0003-28d2c-0.125IP-Q1.7_004.10sec.fsa,H,06,RD14-0003-28d2c,"",RD14-0003,28d2c,28,2c,"","","","",0.125,IP,1.7,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/H07_RD14-0003-28d2d-0.25IP-Q2.0_004.10sec.fsa,H,07,RD14-0003-28d2d,"",RD14-0003,28d2d,28,2d,"","","","",0.25,IP,2.0,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/H08_RD14-0003-28d1e-0.25IP-Q1.5_004.10sec.fsa,H,08,RD14-0003-28d1e,"",RD14-0003,28d1e,28,1e,"","","","",0.25,IP,1.5,004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(012916LEA_10sec)/H09_RB032315LEA-IP_004.10sec.fsa,H,09,RB032315LEA,RB032315LEA,"","",,"","","","","",,IP,"",004,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/A01_Ladder-IP_001.10sec.fsa,A,01,Ladder,Ladder,"","",,"","","","","",,IP,"",001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/A02_RD14-0003-29d3I22-0.25IP-Q1.7_001.10sec.fsa,A,02,RD14-0003-29d3I22,"",RD14-0003,29d3I22,29,3I22,"","","","",0.25,IP,1.7,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/A03_RD14-0003-29d3I35-0.0625IP-QLAND_001.10sec.fsa,A,03,RD14-0003-29d3I35,"",RD14-0003,29d3I35,29,3I35,"","","","",0.0625,IP,LAND,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/A04_RD14-0003-30d4I15-0.03125IP-Q0.9_001.10sec.fsa,A,04,RD14-0003-30d4I15,"",RD14-0003,30d4I15,30,4I15,"","","","",0.03125,IP,0.9,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/A05_RD14-0003-30d2I35-0.52IP-QLAND_001.10sec.fsa,A,05,RD14-0003-30d2I35,"",RD14-0003,30d2I35,30,2I35,"","","","",0.52,IP,LAND,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/A06_NEG020116LEA-IP_001.10sec.fsa,A,06,NEG020116LEA,NEG020116LEA,"","",,"","","","","",,IP,"",001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/A07_RD14-0003-31d2I22-0.25IP-Q0.8_001.10sec.fsa,A,07,RD14-0003-31d2I22,"",RD14-0003,31d2I22,31,2I22,"","","","",0.25,IP,0.8,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/A08_RD14-0003-31d3I35-0.125IP-QLAND_001.10sec.fsa,A,08,RD14-0003-31d3I35,"",RD14-0003,31d3I35,31,3I35,"","","","",0.125,IP,LAND,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/A09_RD14-0003-32d4I15-0.03125IP-Q0.5_001.10sec.fsa,A,09,RD14-0003-32d4I15,"",RD14-0003,32d4I15,32,4I15,"","","","",0.03125,IP,0.5,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/A10_RD14-0003-32d4I22-0.0156IP-Q1.0_001.10sec.fsa,A,10,RD14-0003-32d4I22,"",RD14-0003,32d4I22,32,4I22,"","","","",0.0156,IP,1.0,001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/A11_RB111315ADG-IP_001.10sec.fsa,A,11,RB111315ADG,RB111315ADG,"","",,"","","","","",,IP,"",001,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/B01_RD14-0003-29d2I15-0.5IP-Q0.7_002.10sec.fsa,B,01,RD14-0003-29d2I15,"",RD14-0003,29d2I15,29,2I15,"","","","",0.5,IP,0.7,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/B02_RD14-0003-29d4I22-0.125IP-Q3.9_002.10sec.fsa,B,02,RD14-0003-29d4I22,"",RD14-0003,29d4I22,29,4I22,"","","","",0.125,IP,3.9,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/B03_Ladder-IP_002.10sec.fsa,B,03,Ladder,Ladder,"","",,"","","","","",,IP,"",002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/B04_RD14-0003-30d4I15-0.0156IP-Q0.9_002.10sec.fsa,B,04,RD14-0003-30d4I15,"",RD14-0003,30d4I15,30,4I15,"","","","",0.0156,IP,0.9,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/B05_RD14-0003-30d3I35-0.25IP-QLAND_002.10sec.fsa,B,05,RD14-0003-30d3I35,"",RD14-0003,30d3I35,30,3I35,"","","","",0.25,IP,LAND,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/B06_RD14-0003-31d3I15-0.5IP-Q0.8_002.10sec.fsa,B,06,RD14-0003-31d3I15,"",RD14-0003,31d3I15,31,3I15,"","","","",0.5,IP,0.8,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/B07_RD14-0003-31d4I22-0.125IP-Q1.3_002.10sec.fsa,B,07,RD14-0003-31d4I22,"",RD14-0003,31d4I22,31,4I22,"","","","",0.125,IP,1.3,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/B08_RD14-0003-31d4I35-0.0625IP-QLAND_002.10sec.fsa,B,08,RD14-0003-31d4I35,"",RD14-0003,31d4I35,31,4I35,"","","","",0.0625,IP,LAND,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/B09_RD14-0003-32d4I15-0.0156IP-Q0.5_002.10sec.fsa,B,09,RD14-0003-32d4I15,"",RD14-0003,32d4I15,32,4I15,"","","","",0.0156,IP,0.5,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/B10_RD14-0003-32d2I35-0.5IP-QLAND_002.10sec.fsa,B,10,RD14-0003-32d2I35,"",RD14-0003,32d2I35,32,2I35,"","","","",0.5,IP,LAND,002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/B11_RB111815ADG-IP_002.10sec.fsa,B,11,RB111815ADG,RB111815ADG,"","",,"","","","","",,IP,"",002,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/C01_RD14-0003-29d2I15-0.25IP-Q0.7_003.10sec.fsa,C,01,RD14-0003-29d2I15,"",RD14-0003,29d2I15,29,2I15,"","","","",0.25,IP,0.7,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/C02_RD14-0003-29d4I22-0.0625IP-Q3.9_003.10sec.fsa,C,02,RD14-0003-29d4I22,"",RD14-0003,29d4I22,29,4I22,"","","","",0.0625,IP,3.9,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/C03_RD14-0003-29d4I35-0.03125IP-QLAND_003.10sec.fsa,C,03,RD14-0003-29d4I35,"",RD14-0003,29d4I35,29,4I35,"","","","",0.03125,IP,LAND,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/C04_RD14-0003-30d2I22-0.5IP-Q1.0_003.10sec.fsa,C,04,RD14-0003-30d2I22,"",RD14-0003,30d2I22,30,2I22,"","","","",0.5,IP,1.0,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/C05_Ladder-IP_003.10sec.fsa,C,05,Ladder,Ladder,"","",,"","","","","",,IP,"",003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/C06_RD14-0003-31d3I15-0.25IP-Q0.8_003.10sec.fsa,C,06,RD14-0003-31d3I15,"",RD14-0003,31d3I15,31,3I15,"","","","",0.25,IP,0.8,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/C07_RD14-0003-31d4I22-0.0625IP-Q1.3_003.10sec.fsa,C,07,RD14-0003-31d4I22,"",RD14-0003,31d4I22,31,4I22,"","","","",0.0625,IP,1.3,003,10
data/PROVEDIt_1-Person Profiles_3130 10sec_IDPlus28cycles/10 sec/RD14-0003(020216LEA_10sec)/C08_RD14-0003-31d4I35-0.03125IP-QLAND_003.10sec.fsa,C,08,RD14-0003-31d4I35,"",RD14-0003,31d4I35,31,4I35,"","","","",0.03125,IP,LAND,003,10
